InningsNo,OverNo,BattingTeamID,OutBatsman,OutDesc,BatsmanRuns,BatsmanBalls,OutBatsMan,BatsManRuns,BatsManBalls
2,17,17,Tim David,lbw Mukesh Kumar,37,17,,,
2,18,17,Mohammad Nabi,c Shai Hope b Rasikh Salam,7,4,,,
2,19,17,Tilak Varma,ro (Sumit Kumar),63,32,,,
2,19,17,Piyush Chawla,c Shai Hope b Mukesh Kumar,10,4,,,
1,7,14,Jake Fraser - McGurk,c Mohammad Nabi b Piyush Chawla,84,26,,,
1,9,14,Abishek Porel,c Ishan Kishan b Mohammad Nabi,36,27,,,
1,13,14,Shai Hope,c Tilak Varma b Luke Wood,41,17,,,
1,18,14,Rishabh Pant,c Rohit Sharma b Jasprit Bumrah,29,19,,,
2,3,17,Rohit Sharma,c Shai Hope b Khaleel Ahmed,8,7,,,
2,4,17,Ishan Kishan,c Axar Patel b Mukesh Kumar,20,14,,,
2,5,17,Suryakumar Yadav,c Lizaad Williams b Khaleel Ahmed,26,13,,,
2,12,17,Nehal Wadera,c Rishabh Pant b Rasikh Salam,4,2,,,
2,12,17,Hardik Pandya,c Mukesh Kumar b Rasikh Salam,46,24,,,
2,17,17,Tim David,lbw Mukesh Kumar,37,17,,,
2,18,17,Mohammad Nabi,c Shai Hope b Rasikh Salam,7,4,,,
2,19,17,Piyush Chawla,c Shai Hope b Mukesh Kumar,10,4,,,
2,19,17,Tilak Varma,ro (Sumit Kumar),63,32,,,
1,0,35,Wriddhiman Saha,c Karn Sharma b Swapnil Singh,5,4,,,
1,6,35,Shubman Gill,c Cameron Green b Glenn Maxwell,16,19,,,
1,14,35,Shahrukh Khan,b Mohammed Siraj,58,30,,,
2,3,19,Faf Du Plessis,c Vijay Shankar b Sai Kishore,24,12,,,
1,0,35,Wriddhiman Saha,c Karn Sharma b Swapnil Singh,5,4,,,
1,6,35,Shubman Gill,c Cameron Green b Glenn Maxwell,16,19,,,
1,14,35,Shahrukh Khan,b Mohammed Siraj,58,30,,,
2,3,19,Faf Du Plessis,c Vijay Shankar b Sai Kishore,24,12,,,
1,2,13,Ajinkya Rahane,c Shahbaz Ahmed b Bhuvneshwar Kumar,9,12,,,
1,13,13,Daryl Mitchell,c Nitish Kumar Reddy b Jaydev Unadkat,52,32,,,
1,19,13,Ruturaj Gaikwad,c Nitish Kumar Reddy b T Natarajan,98,54,,,
2,1,20,Anmolpreet Singh,c Moeen Ali b Tushar Deshpande,0,1,,,
2,1,20,Travis Head,c Daryl Mitchell b Tushar Deshpande,13,7,,,
2,3,20,Abhishek Sharma,c Daryl Mitchell b Tushar Deshpande,15,9,,,
2,8,20,Nitish Kumar Reddy,c MS Dhoni b Ravindra Jadeja,15,15,,,
2,10,20,Aiden Markram,b Matheesha Pathirana,32,25,,,
2,15,20,Heinrich Klaasen,c Daryl Mitchell b Matheesha Pathirana,20,21,,,
2,16,20,Abdul Samad,c Sameer Rizwi b Shardul Thakur,19,18,,,
2,17,20,Pat Cummins,c Daryl Mitchell b Tushar Deshpande,5,7,,,
2,18,20,Jaydev Unadkat,c Moeen Ali b Mustafizur Rahman,1,2,,,
2,18,20,Shahbaz Ahmed,c Daryl Mitchell b Mustafizur Rahman,7,5,,,
1,2,13,Ajinkya Rahane,c Shahbaz Ahmed b Bhuvneshwar Kumar,9,12,,,
1,13,13,Daryl Mitchell,c Nitish Kumar Reddy b Jaydev Unadkat,52,32,,,
1,19,13,Ruturaj Gaikwad,c Nitish Kumar Reddy b T Natarajan,98,54,,,
2,1,20,Anmolpreet Singh,c Moeen Ali b Tushar Deshpande,0,1,,,
2,1,20,Travis Head,c Daryl Mitchell b Tushar Deshpande,13,7,,,
2,3,20,Abhishek Sharma,c Daryl Mitchell b Tushar Deshpande,15,9,,,
2,8,20,Nitish Kumar Reddy,c MS Dhoni b Ravindra Jadeja,15,15,,,
2,10,20,Aiden Markram,b Matheesha Pathirana,32,25,,,
2,15,20,Heinrich Klaasen,c Daryl Mitchell b Matheesha Pathirana,20,21,,,
2,16,20,Abdul Samad,c Sameer Rizwi b Shardul Thakur,19,18,,,
2,17,20,Pat Cummins,c Daryl Mitchell b Tushar Deshpande,5,7,,,
2,18,20,Jaydev Unadkat,c Moeen Ali b Mustafizur Rahman,1,2,,,
2,18,20,Shahbaz Ahmed,c Daryl Mitchell b Mustafizur Rahman,7,5,,,
1,1,14,Prithvi Shaw,c Phil Salt b Vaibhav Arora,13,7,,,
1,2,14,Jake Fraser - McGurk,c Venkatesh Iyer b Mitchell Starc,12,6,,,
1,3,14,Shai Hope,b Vaibhav Arora,6,3,,,
1,6,14,Abishek Porel,b Harshit Rana,18,15,,,
1,10,14,Rishabh Pant,c Shreyas Iyer b Varun Chakaravarthy,27,20,,,
1,12,14,Tristan Stubbs,c Phil Salt b Varun Chakaravarthy,4,7,,,
1,13,14,Axar Patel,b Sunil Narine,15,21,,,
1,14,14,Kumar Kushagra,c Phil Salt b Varun Chakaravarthy,1,3,,,
1,18,14,Rasikh Salam,c Shreyas Iyer b Harshit Rana,8,10,,,
2,6,16,Sunil Narine,c Jake Fraser - McGurk b Axar Patel,15,9,,,
2,8,16,Phil Salt,b Axar Patel,68,33,,,
2,9,16,Rinku Singh,c Kuldeep Yadav b Lizaad Williams,11,11,,,
1,1,14,Prithvi Shaw,c Phil Salt b Vaibhav Arora,13,7,,,
1,2,14,Jake Fraser - McGurk,c Venkatesh Iyer b Mitchell Starc,12,6,,,
1,3,14,Shai Hope,b Vaibhav Arora,6,3,,,
1,6,14,Abishek Porel,b Harshit Rana,18,15,,,
1,10,14,Rishabh Pant,c Shreyas Iyer b Varun Chakaravarthy,27,20,,,
1,12,14,Tristan Stubbs,c Phil Salt b Varun Chakaravarthy,4,7,,,
1,13,14,Axar Patel,b Sunil Narine,15,21,,,
1,14,14,Kumar Kushagra,c Phil Salt b Varun Chakaravarthy,1,3,,,
1,18,14,Rasikh Salam,c Shreyas Iyer b Harshit Rana,8,10,,,
2,6,16,Sunil Narine,c Jake Fraser - McGurk b Axar Patel,15,9,,,
2,8,16,Phil Salt,b Axar Patel,68,33,,,
2,9,16,Rinku Singh,c Kuldeep Yadav b Lizaad Williams,11,11,,,
1,1,17,Rohit Sharma,c Marcus Stoinis b Mohsin Khan,4,5,,,
1,2,17,Suryakumar Yadav,c K L Rahul b Marcus Stoinis,10,6,,,
1,5,17,Hardik Pandya,c K L Rahul b Naveen-Ul-Haq,0,1,,,
1,5,17,Tilak Varma,ro (Ravi Bishnoi),7,11,,,
1,13,17,Ishan Kishan,c Mayank Yadav b Ravi Bishnoi,32,35,,,
1,17,17,Nehal Wadera,b Mohsin Khan,46,41,,,
1,18,17,Mohammad Nabi,b Mayank Yadav,1,2,,,
2,0,77,Arshin Atul Kulkarni,lbw Nuwan Thushara,0,1,,,
2,7,77,K L Rahul,c Mohammad Nabi b Hardik Pandya,28,22,,,
2,13,77,Deepak Hooda,c Jasprit Bumrah b Hardik Pandya,18,18,,,
2,14,77,Marcus Stoinis,c Tilak Varma b Mohammad Nabi,62,45,,,
2,17,77,Ashton Turner,b Gerald Coetzee,5,9,,,
2,18,77,Ayush Badoni,ro (Naman Dhir),6,6,,,
1,1,17,Rohit Sharma,c Marcus Stoinis b Mohsin Khan,4,5,,,
1,2,17,Suryakumar Yadav,c K L Rahul b Marcus Stoinis,10,6,,,
1,5,17,Hardik Pandya,c K L Rahul b Naveen-Ul-Haq,0,1,,,
1,5,17,Tilak Varma,ro (Ravi Bishnoi),7,11,,,
1,13,17,Ishan Kishan,c Mayank Yadav b Ravi Bishnoi,32,35,,,
1,17,17,Nehal Wadera,b Mohsin Khan,46,41,,,
1,18,17,Mohammad Nabi,b Mayank Yadav,1,2,,,
2,0,77,Arshin Atul Kulkarni,lbw Nuwan Thushara,0,1,,,
2,7,77,K L Rahul,c Mohammad Nabi b Hardik Pandya,28,22,,,
2,13,77,Deepak Hooda,c Jasprit Bumrah b Hardik Pandya,18,18,,,
2,14,77,Marcus Stoinis,c Tilak Varma b Mohammad Nabi,62,45,,,
2,17,77,Ashton Turner,b Gerald Coetzee,5,9,,,
2,18,77,Ayush Badoni,ro (Naman Dhir),6,6,,,
1,8,13,Shivam Dube,lbw Harpreet Brar,0,1,,,
1,8,13,Ajinkya Rahane,c Rilee Rossouw b Harpreet Brar,29,24,,,
1,9,13,Ravindra Jadeja,lbw Rahul Chahar,2,4,,,
1,15,13,Sameer Rizwi,c Harshal Patel b Kagiso Rabada,21,23,,,
1,17,13,Ruturaj Gaikwad,b Arshdeep Singh,62,47,,,
1,18,13,Moeen Ali,b Rahul Chahar,15,9,,,
1,19,13,MS Dhoni,ro (Harshal Patel),14,11,,,
2,3,15,Prabhsimran Singh,c Ruturaj Gaikwad b Richard Gleeson,13,10,,,
2,9,15,Jonny Bairstow,c MS Dhoni b Shivam Dube,46,30,,,
2,11,15,Rilee Rossouw,b Shardul Thakur,43,23,,,
1,8,13,Shivam Dube,lbw Harpreet Brar,0,1,,,
1,8,13,Ajinkya Rahane,c Rilee Rossouw b Harpreet Brar,29,24,,,
1,9,13,Ravindra Jadeja,lbw Rahul Chahar,2,4,,,
1,15,13,Sameer Rizwi,c Harshal Patel b Kagiso Rabada,21,23,,,
1,17,13,Ruturaj Gaikwad,b Arshdeep Singh,62,47,,,
1,18,13,Moeen Ali,b Rahul Chahar,15,9,,,
1,19,13,MS Dhoni,ro (Harshal Patel),14,11,,,
2,3,15,Prabhsimran Singh,c Ruturaj Gaikwad b Richard Gleeson,13,10,,,
2,9,15,Jonny Bairstow,c MS Dhoni b Shivam Dube,46,30,,,
2,11,15,Rilee Rossouw,b Shardul Thakur,43,23,,,
1,4,20,Abhishek Sharma,c Dhruv Jurel b Avesh Khan,12,10,,,
1,5,20,Anmolpreet Singh,c Yashasvi Jaiswal b Sandeep Sharma,5,5,,,
1,14,20,Travis Head,b Avesh Khan,58,44,,,
2,0,18,Jos Buttler,c Marco Jansen b Bhuvneshwar Kumar,0,1,,,
2,0,18,Sanju Samson,b Bhuvneshwar Kumar,0,3,,,
2,13,18,Yashasvi Jaiswal,b T Natarajan,67,39,,,
2,15,18,Riyan Parag,c Marco Jansen b Pat Cummins,77,48,,,
2,17,18,Shimron Hetmyer,c Marco Jansen b T Natarajan,13,9,,,
2,18,18,Dhruv Jurel,c Abhishek Sharma b Pat Cummins,1,3,,,
2,19,18,Rovman Powell,lbw Bhuvneshwar Kumar,27,15,,,
1,4,20,Abhishek Sharma,c Dhruv Jurel b Avesh Khan,12,10,,,
1,5,20,Anmolpreet Singh,c Yashasvi Jaiswal b Sandeep Sharma,5,5,,,
1,14,20,Travis Head,b Avesh Khan,58,44,,,
2,0,18,Sanju Samson,b Bhuvneshwar Kumar,0,3,,,
2,0,18,Jos Buttler,c Marco Jansen b Bhuvneshwar Kumar,0,1,,,
2,13,18,Yashasvi Jaiswal,b T Natarajan,67,39,,,
2,15,18,Riyan Parag,c Marco Jansen b Pat Cummins,77,48,,,
2,17,18,Shimron Hetmyer,c Marco Jansen b T Natarajan,13,9,,,
2,18,18,Dhruv Jurel,c Abhishek Sharma b Pat Cummins,1,3,,,
2,19,18,Rovman Powell,lbw Bhuvneshwar Kumar,27,15,,,
1,0,16,Phil Salt,c Tilak Varma b Nuwan Thushara,5,3,,,
1,2,16,Angkrish Raghuvanshi,c Suryakumar Yadav b Nuwan Thushara,13,6,,,
1,2,16,Shreyas Iyer,c Tim David b Nuwan Thushara,6,4,,,
1,4,16,Sunil Narine,b Hardik Pandya,8,8,,,
1,6,16,Rinku Singh,c & b Piyush Chawla,9,8,,,
1,16,16,Andre Russell,ro (Nuwan Thushara),7,2,,,
1,16,16,Manish Pandey,c Dewald Brevis b Hardik Pandya,42,30,,,
1,17,16,Mitchell Starc,b Jasprit Bumrah,0,2,,,
1,17,16,Ramandeep Singh,c Gerald Coetzee b Jasprit Bumrah,2,4,,,
1,19,16,Venkatesh Iyer,b Jasprit Bumrah,70,52,,,
2,1,17,Ishan Kishan,b Mitchell Starc,13,7,,,
2,4,17,Naman Dhir,b Varun Chakaravarthy,11,11,,,
2,5,17,Rohit Sharma,c Manish Pandey b Sunil Narine,11,12,,,
2,8,17,Tilak Varma,c Sunil Narine b Varun Chakaravarthy,4,6,,,
2,10,17,Nehal Wadera,b Sunil Narine,6,11,,,
2,11,17,Hardik Pandya,c Manish Pandey b Andre Russell,1,3,,,
2,15,17,Suryakumar Yadav,c Phil Salt b Andre Russell,56,34,,,
2,18,17,Piyush Chawla,c Sunil Narine b Mitchell Starc,0,1,,,
2,18,17,Gerald Coetzee,b Mitchell Starc,8,7,,,
2,18,17,Tim David,c Shreyas Iyer b Mitchell Starc,24,20,,,
1,0,16,Phil Salt,c Tilak Varma b Nuwan Thushara,5,3,,,
1,2,16,Angkrish Raghuvanshi,c Suryakumar Yadav b Nuwan Thushara,13,6,,,
1,2,16,Shreyas Iyer,c Tim David b Nuwan Thushara,6,4,,,
1,4,16,Sunil Narine,b Hardik Pandya,8,8,,,
1,6,16,Rinku Singh,c & b Piyush Chawla,9,8,,,
1,16,16,Andre Russell,ro (Nuwan Thushara),7,2,,,
1,16,16,Manish Pandey,c Dewald Brevis b Hardik Pandya,42,30,,,
1,17,16,Mitchell Starc,b Jasprit Bumrah,0,2,,,
1,17,16,Ramandeep Singh,c Gerald Coetzee b Jasprit Bumrah,2,4,,,
1,19,16,Venkatesh Iyer,b Jasprit Bumrah,70,52,,,
2,1,17,Ishan Kishan,b Mitchell Starc,13,7,,,
2,4,17,Naman Dhir,b Varun Chakaravarthy,11,11,,,
2,5,17,Rohit Sharma,c Manish Pandey b Sunil Narine,11,12,,,
2,8,17,Tilak Varma,c Sunil Narine b Varun Chakaravarthy,4,6,,,
2,10,17,Nehal Wadera,b Sunil Narine,6,11,,,
2,11,17,Hardik Pandya,c Manish Pandey b Andre Russell,1,3,,,
2,15,17,Suryakumar Yadav,c Phil Salt b Andre Russell,56,34,,,
2,18,17,Tim David,c Shreyas Iyer b Mitchell Starc,24,20,,,
2,18,17,Piyush Chawla,c Sunil Narine b Mitchell Starc,0,1,,,
2,18,17,Gerald Coetzee,b Mitchell Starc,8,7,,,
1,1,13,Ajinkya Rahane,c Kagiso Rabada b Arshdeep Singh,9,7,,,
1,7,13,Ruturaj Gaikwad,c Jitesh Sharma b Rahul Chahar,32,21,,,
1,7,13,Shivam Dube,c Jitesh Sharma b Rahul Chahar,0,1,,,
1,8,13,Daryl Mitchell,lbw Harshal Patel,30,19,,,
1,12,13,Moeen Ali,c Jonny Bairstow b Sam Curran,17,20,,,
1,15,13,Mitchell Santner,c Sam Curran b Rahul Chahar,11,11,,,
1,18,13,Shardul Thakur,b Harshal Patel,17,11,,,
1,18,13,MS Dhoni,b Harshal Patel,0,1,,,
1,19,13,Ravindra Jadeja,c Sam Curran b Arshdeep Singh,43,26,,,
2,1,15,Rilee Rossouw,b Tushar Deshpande,0,3,,,
2,1,15,Jonny Bairstow,b Tushar Deshpande,7,6,,,
2,7,15,Shashank Singh,c Simarjeet Singh b Mitchell Santner,27,20,,,
2,8,15,Prabhsimran Singh,c Sameer Rizwi b Ravindra Jadeja,30,23,,,
2,9,15,Jitesh Sharma,c MS Dhoni b Simarjeet Singh,0,1,,,
2,12,15,Sam Curran,c Mitchell Santner b Ravindra Jadeja,7,11,,,
2,12,15,Ashutosh Sharma,c Simarjeet Singh b Ravindra Jadeja,3,10,,,
2,14,15,Harshal Patel,c Sameer Rizwi b Simarjeet Singh,12,13,,,
2,17,15,Rahul Chahar,b Shardul Thakur,16,10,,,
1,1,13,Ajinkya Rahane,c Kagiso Rabada b Arshdeep Singh,9,7,,,
1,7,13,Ruturaj Gaikwad,c Jitesh Sharma b Rahul Chahar,32,21,,,
1,7,13,Shivam Dube,c Jitesh Sharma b Rahul Chahar,0,1,,,
1,8,13,Daryl Mitchell,lbw Harshal Patel,30,19,,,
1,12,13,Moeen Ali,c Jonny Bairstow b Sam Curran,17,20,,,
1,15,13,Mitchell Santner,c Sam Curran b Rahul Chahar,11,11,,,
1,18,13,Shardul Thakur,b Harshal Patel,17,11,,,
1,18,13,MS Dhoni,b Harshal Patel,0,1,,,
1,19,13,Ravindra Jadeja,c Sam Curran b Arshdeep Singh,43,26,,,
2,1,15,Jonny Bairstow,b Tushar Deshpande,7,6,,,
2,1,15,Rilee Rossouw,b Tushar Deshpande,0,3,,,
2,7,15,Shashank Singh,c Simarjeet Singh b Mitchell Santner,27,20,,,
2,8,15,Prabhsimran Singh,c Sameer Rizwi b Ravindra Jadeja,30,23,,,
2,9,15,Jitesh Sharma,c MS Dhoni b Simarjeet Singh,0,1,,,
2,12,15,Ashutosh Sharma,c Simarjeet Singh b Ravindra Jadeja,3,10,,,
2,12,15,Sam Curran,c Mitchell Santner b Ravindra Jadeja,7,11,,,
2,14,15,Harshal Patel,c Sameer Rizwi b Simarjeet Singh,12,13,,,
2,17,15,Rahul Chahar,b Shardul Thakur,16,10,,,
1,1,35,Wriddhiman Saha,c Dinesh Karthik b Mohammed Siraj,1,7,,,
1,3,35,Shubman Gill,c Vyshak Vijaykumar b Mohammed Siraj,2,7,,,
1,5,35,Sai Sudharsan,c Virat Kohli b Cameron Green,6,14,,,
1,11,35,David Miller,c Glenn Maxwell b Karn Sharma,30,20,,,
1,12,35,Shahrukh Khan,ro (Virat Kohli),37,24,,,
1,17,35,Rahul Tewatia,c Vyshak Vijaykumar b Yash Dayal,35,21,,,
1,17,35,Rashid Khan,b Yash Dayal,18,14,,,
1,19,35,Manav Suthar,c Swapnil Singh b Vyshak Vijaykumar,1,2,,,
1,19,35,Vijay Shankar,c Mohammed Siraj b Vyshak Vijaykumar,10,7,,,
1,19,35,Mohit Sharma,ro (Vyshak Vijaykumar),0,1,,,
2,5,19,Faf Du Plessis,c Shahrukh Khan b Josh Little,64,23,,,
2,6,19,Will Jacks,c Shahrukh Khan b Noor Ahmad,1,3,,,
2,7,19,Glenn Maxwell,c David Miller b Josh Little,4,3,,,
2,7,19,Rajat Patidar,c David Miller b Josh Little,2,3,,,
2,9,19,Cameron Green,c Shahrukh Khan b Josh Little,1,2,,,
2,10,19,Virat Kohli,c Wriddhiman Saha b Noor Ahmad,42,27,,,
1,1,35,Wriddhiman Saha,c Dinesh Karthik b Mohammed Siraj,1,7,,,
1,3,35,Shubman Gill,c Vyshak Vijaykumar b Mohammed Siraj,2,7,,,
1,5,35,Sai Sudharsan,c Virat Kohli b Cameron Green,6,14,,,
1,11,35,David Miller,c Glenn Maxwell b Karn Sharma,30,20,,,
1,12,35,Shahrukh Khan,ro (Virat Kohli),37,24,,,
1,17,35,Rahul Tewatia,c Vyshak Vijaykumar b Yash Dayal,35,21,,,
1,17,35,Rashid Khan,b Yash Dayal,18,14,,,
1,19,35,Manav Suthar,c Swapnil Singh b Vyshak Vijaykumar,1,2,,,
1,19,35,Vijay Shankar,c Mohammed Siraj b Vyshak Vijaykumar,10,7,,,
1,19,35,Mohit Sharma,ro (Vyshak Vijaykumar),0,1,,,
2,5,19,Faf Du Plessis,c Shahrukh Khan b Josh Little,64,23,,,
2,6,19,Will Jacks,c Shahrukh Khan b Noor Ahmad,1,3,,,
2,7,19,Glenn Maxwell,c David Miller b Josh Little,4,3,,,
2,7,19,Rajat Patidar,c David Miller b Josh Little,2,3,,,
2,9,19,Cameron Green,c Shahrukh Khan b Josh Little,1,2,,,
2,10,19,Virat Kohli,c Wriddhiman Saha b Noor Ahmad,42,27,,,
1,4,16,Phil Salt,c K L Rahul b Naveen-Ul-Haq,32,14,,,
1,11,16,Sunil Narine,c Devdutt Padikkal b Ravi Bishnoi,81,39,,,
1,14,16,Andre Russell,c Krishnappa Gowtham b Naveen-Ul-Haq,12,8,,,
1,15,16,Angkrish Raghuvanshi,c K L Rahul b Yudhvir Singh,32,26,,,
1,17,16,Rinku Singh,c Marcus Stoinis b Naveen-Ul-Haq,16,11,,,
1,19,16,Shreyas Iyer,c K L Rahul b Yash Thakur,23,15,,,
2,1,77,Arshin Atul Kulkarni,c Ramandeep Singh b Mitchell Starc,9,7,,,
2,7,77,K L Rahul,c Ramandeep Singh b Harshit Rana,25,21,,,
2,8,77,Deepak Hooda,lbw Varun Chakaravarthy,5,3,,,
2,9,77,Marcus Stoinis,c Harshit Rana b Andre Russell,36,21,,,
2,11,77,Nicholas Pooran,c Phil Salt b Andre Russell,10,8,,,
2,12,77,Ayush Badoni,c Mitchell Starc b Sunil Narine,15,12,,,
2,13,77,Ashton Turner,c & b Varun Chakaravarthy,16,9,,,
2,14,77,Krunal Pandya,c Phil Salt b Harshit Rana,5,6,,,
2,15,77,Yudhvir Singh,c Andre Russell b Varun Chakaravarthy,7,7,,,
2,16,77,Ravi Bishnoi,lbw Harshit Rana,2,3,,,
1,4,16,Phil Salt,c K L Rahul b Naveen-Ul-Haq,32,14,,,
1,11,16,Sunil Narine,c Devdutt Padikkal b Ravi Bishnoi,81,39,,,
1,14,16,Andre Russell,c Krishnappa Gowtham b Naveen-Ul-Haq,12,8,,,
1,15,16,Angkrish Raghuvanshi,c K L Rahul b Yudhvir Singh,32,26,,,
1,17,16,Rinku Singh,c Marcus Stoinis b Naveen-Ul-Haq,16,11,,,
1,19,16,Shreyas Iyer,c K L Rahul b Yash Thakur,23,15,,,
2,1,77,Arshin Atul Kulkarni,c Ramandeep Singh b Mitchell Starc,9,7,,,
2,7,77,K L Rahul,c Ramandeep Singh b Harshit Rana,25,21,,,
2,8,77,Deepak Hooda,lbw Varun Chakaravarthy,5,3,,,
2,9,77,Marcus Stoinis,c Harshit Rana b Andre Russell,36,21,,,
2,11,77,Nicholas Pooran,c Phil Salt b Andre Russell,10,8,,,
2,12,77,Ayush Badoni,c Mitchell Starc b Sunil Narine,15,12,,,
2,13,77,Ashton Turner,c & b Varun Chakaravarthy,16,9,,,
2,14,77,Krunal Pandya,c Phil Salt b Harshit Rana,5,6,,,
2,15,77,Yudhvir Singh,c Andre Russell b Varun Chakaravarthy,7,7,,,
2,16,77,Ravi Bishnoi,lbw Harshit Rana,2,3,,,
1,5,20,Abhishek Sharma,c Ishan Kishan b Jasprit Bumrah,11,16,,,
1,7,20,Mayank Agarwal,b Anshul Kamboj,5,6,,,
1,10,20,Travis Head,c Tilak Varma b Piyush Chawla,48,28,,,
1,11,20,Nitish Kumar Reddy,c Anshul Kamboj b Hardik Pandya,20,15,,,
1,12,20,Heinrich Klaasen,b Piyush Chawla,2,4,,,
1,15,20,Shahbaz Ahmed,c Suryakumar Yadav b Hardik Pandya,10,12,,,
1,15,20,Marco Jansen,b Hardik Pandya,17,12,,,
1,16,20,Abdul Samad,lbw Piyush Chawla,3,4,,,
2,1,17,Ishan Kishan,c Mayank Agarwal b Marco Jansen,9,7,,,
2,3,17,Rohit Sharma,c Heinrich Klaasen b Pat Cummins,4,5,,,
2,4,17,Naman Dhir,c Marco Jansen b Bhuvneshwar Kumar,0,9,,,
1,5,20,Abhishek Sharma,c Ishan Kishan b Jasprit Bumrah,11,16,,,
1,7,20,Mayank Agarwal,b Anshul Kamboj,5,6,,,
1,10,20,Travis Head,c Tilak Varma b Piyush Chawla,48,28,,,
1,11,20,Nitish Kumar Reddy,c Anshul Kamboj b Hardik Pandya,20,15,,,
1,12,20,Heinrich Klaasen,b Piyush Chawla,2,4,,,
1,15,20,Shahbaz Ahmed,c Suryakumar Yadav b Hardik Pandya,10,12,,,
1,15,20,Marco Jansen,b Hardik Pandya,17,12,,,
1,16,20,Abdul Samad,lbw Piyush Chawla,3,4,,,
2,1,17,Ishan Kishan,c Mayank Agarwal b Marco Jansen,9,7,,,
2,3,17,Rohit Sharma,c Heinrich Klaasen b Pat Cummins,4,5,,,
2,4,17,Naman Dhir,c Marco Jansen b Bhuvneshwar Kumar,0,9,,,
1,2,19,Faf Du Plessis,c Shashank Singh b Vidwath Kaverappa,9,7,,,
1,4,19,Will Jacks,c Harshal Patel b Vidwath Kaverappa,12,7,,,
1,9,19,Rajat Patidar,c Jonny Bairstow b Sam Curran,55,23,,,
1,17,19,Virat Kohli,c Rilee Rossouw b Arshdeep Singh,92,47,,,
1,19,19,Cameron Green,c Sam Curran b Harshal Patel,46,27,,,
1,19,19,Dinesh Karthik,c Sam Curran b Harshal Patel,18,6,,,
1,19,19,Mahipal Lomror,b Harshal Patel,0,2,,,
2,0,15,Prabhsimran Singh,lbw Swapnil Singh,6,4,,,
2,5,15,Jonny Bairstow,c Faf Du Plessis b Lockie Ferguson,27,16,,,
2,8,15,Rilee Rossouw,c Will Jacks b Karn Sharma,61,27,,,
2,10,15,Jitesh Sharma,b Karn Sharma,5,4,,,
2,11,15,Liam Livingstone,c Karn Sharma b Swapnil Singh,0,2,,,
2,13,15,Shashank Singh,ro (Virat Kohli),37,19,,,
2,14,15,Ashutosh Sharma,lbw Mohammed Siraj,8,5,,,
2,15,15,Sam Curran,b Lockie Ferguson,22,16,,,
2,16,15,Harshal Patel,c Lockie Ferguson b Mohammed Siraj,0,1,,,
2,16,15,Arshdeep Singh,c Karn Sharma b Mohammed Siraj,4,3,,,
1,2,19,Faf Du Plessis,c Shashank Singh b Vidwath Kaverappa,9,7,,,
1,4,19,Will Jacks,c Harshal Patel b Vidwath Kaverappa,12,7,,,
1,9,19,Rajat Patidar,c Jonny Bairstow b Sam Curran,55,23,,,
1,17,19,Virat Kohli,c Rilee Rossouw b Arshdeep Singh,92,47,,,
1,19,19,Dinesh Karthik,c Sam Curran b Harshal Patel,18,6,,,
1,19,19,Mahipal Lomror,b Harshal Patel,0,2,,,
1,19,19,Cameron Green,c Sam Curran b Harshal Patel,46,27,,,
2,0,15,Prabhsimran Singh,lbw Swapnil Singh,6,4,,,
2,5,15,Jonny Bairstow,c Faf Du Plessis b Lockie Ferguson,27,16,,,
2,8,15,Rilee Rossouw,c Will Jacks b Karn Sharma,61,27,,,
2,10,15,Jitesh Sharma,b Karn Sharma,5,4,,,
2,11,15,Liam Livingstone,c Karn Sharma b Swapnil Singh,0,2,,,
2,13,15,Shashank Singh,ro (Virat Kohli),37,19,,,
2,14,15,Ashutosh Sharma,lbw Mohammed Siraj,8,5,,,
2,15,15,Sam Curran,b Lockie Ferguson,22,16,,,
2,16,15,Harshal Patel,c Lockie Ferguson b Mohammed Siraj,0,1,,,
2,16,15,Arshdeep Singh,c Karn Sharma b Mohammed Siraj,4,3,,,
1,17,35,Shubman Gill,c Ravindra Jadeja b Tushar Deshpande,104,55,,,
1,17,35,Sai Sudharsan,c Shivam Dube b Tushar Deshpande,103,51,,,
1,19,35,Shahrukh Khan,ro (Rachin Ravindra),2,3,,,
2,0,13,Rachin Ravindra,ro (David Miller),1,2,,,
2,1,13,Ajinkya Rahane,c Rahul Tewatia b Sandeep Warrier,1,5,,,
2,2,13,Ruturaj Gaikwad,c Rashid Khan b Umesh Yadav,0,3,,,
2,12,13,Daryl Mitchell,c Shahrukh Khan b Mohit Sharma,63,34,,,
2,14,13,Moeen Ali,c Noor Ahmad b Mohit Sharma,56,36,,,
2,16,13,Shivam Dube,c Noor Ahmad b Mohit Sharma,21,13,,,
2,17,13,Ravindra Jadeja,c David Miller b Rashid Khan,18,10,,,
2,17,13,Mitchell Santner,b Rashid Khan,0,2,,,
1,17,35,Shubman Gill,c Ravindra Jadeja b Tushar Deshpande,104,55,,,
1,17,35,Sai Sudharsan,c Shivam Dube b Tushar Deshpande,103,51,,,
1,19,35,Shahrukh Khan,ro (Rachin Ravindra),2,3,,,
2,0,13,Rachin Ravindra,ro (David Miller),1,2,,,
2,1,13,Ajinkya Rahane,c Rahul Tewatia b Sandeep Warrier,1,5,,,
2,2,13,Ruturaj Gaikwad,c Rashid Khan b Umesh Yadav,0,3,,,
2,12,13,Daryl Mitchell,c Shahrukh Khan b Mohit Sharma,63,34,,,
